{'id': 13089, 'gender': 'male', 'income': 'high', 'age': 53, 'merchantId': 2, 'loc_address': '8625', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14498, 'gender': 'female', 'income': 'high', 'age': 20, 'merchantId': 2, 'loc_address': '36951', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14298, 'gender': 'female', 'income': 'medium', 'age': 35, 'merchantId': 2, 'loc_address': '31363', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14606, 'gender': 'female', 'income': 'low', 'age': 19, 'merchantId': 2, 'loc_address': '98690', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12748, 'gender': 'male', 'income': 'low', 'age': 26, 'merchantId': 2, 'loc_address': '58659', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12520, 'gender': 'female', 'income': 'medium', 'age': 50, 'merchantId': 2, 'loc_address': '39268', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14456, 'gender': 'female', 'income': 'medium', 'age': 50, 'merchantId': 2, 'loc_address': '28996', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16156, 'gender': 'male', 'income': 'medium', 'age': 38, 'merchantId': 2, 'loc_address': '15123', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16898, 'gender': 'female', 'income': 'low', 'age': 34, 'merchantId': 2, 'loc_address': '17813', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15532, 'gender': 'female', 'income': 'high', 'age': 34, 'merchantId': 2, 'loc_address': '63579', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14250, 'gender': 'male', 'income': 'medium', 'age': 36, 'merchantId': 2, 'loc_address': '50261', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16719, 'gender': 'male', 'income': 'low', 'age': 50, 'merchantId': 2, 'loc_address': '40003', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13828, 'gender': 'male', 'income': 'medium', 'age': 29, 'merchantId': 2, 'loc_address': '59420', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14049, 'gender': 'male', 'income': 'low', 'age': 54, 'merchantId': 2, 'loc_address': '74263', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12409, 'gender': 'female', 'income': 'high', 'age': 52, 'merchantId': 2, 'loc_address': '82268', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15576, 'gender': 'male', 'income': 'low', 'age': 51, 'merchantId': 2, 'loc_address': '55356', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16609, 'gender': 'female', 'income': 'medium', 'age': 49, 'merchantId': 2, 'loc_address': '49080', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12626, 'gender': 'female', 'income': 'high', 'age': 40, 'merchantId': 2, 'loc_address': '74327', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17377, 'gender': 'male', 'income': 'medium', 'age': 21, 'merchantId': 2, 'loc_address': '68713', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12415, 'gender': 'male', 'income': 'medium', 'age': 33, 'merchantId': 2, 'loc_address': '80332', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16458, 'gender': 'male', 'income': 'low', 'age': 26, 'merchantId': 2, 'loc_address': '34726', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15621, 'gender': 'female', 'income': 'medium', 'age': 48, 'merchantId': 2, 'loc_address': '28591', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14971, 'gender': 'female', 'income': 'medium', 'age': 31, 'merchantId': 2, 'loc_address': '64998', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13421, 'gender': 'female', 'income': 'medium', 'age': 47, 'merchantId': 2, 'loc_address': '37835', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 18079, 'gender': 'female', 'income': 'low', 'age': 44, 'merchantId': 2, 'loc_address': '97091', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12540, 'gender': 'male', 'income': 'low', 'age': 41, 'merchantId': 2, 'loc_address': '25728', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13994, 'gender': 'male', 'income': 'low', 'age': 49, 'merchantId': 2, 'loc_address': '35149', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14387, 'gender': 'male', 'income': 'medium', 'age': 37, 'merchantId': 2, 'loc_address': '49878', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15271, 'gender': 'female', 'income': 'high', 'age': 20, 'merchantId': 2, 'loc_address': '59976', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13209, 'gender': 'female', 'income': 'high', 'age': 22, 'merchantId': 2, 'loc_address': '992', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17850, 'gender': 'female', 'income': 'medium', 'age': 48, 'merchantId': 2, 'loc_address': '84306', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16201, 'gender': 'male', 'income': 'high', 'age': 51, 'merchantId': 2, 'loc_address': '57984', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12722, 'gender': 'male', 'income': 'low', 'age': 43, 'merchantId': 2, 'loc_address': '56881', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15764, 'gender': 'male', 'income': 'high', 'age': 45, 'merchantId': 2, 'loc_address': '34619', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16099, 'gender': 'male', 'income': 'medium', 'age': 50, 'merchantId': 2, 'loc_address': '68040', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14985, 'gender': 'male', 'income': 'low', 'age': 54, 'merchantId': 2, 'loc_address': '99270', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14911, 'gender': 'female', 'income': 'high', 'age': 50, 'merchantId': 2, 'loc_address': '61612', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14688, 'gender': 'male', 'income': 'medium', 'age': 32, 'merchantId': 2, 'loc_address': '43673', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13755, 'gender': 'male', 'income': 'high', 'age': 55, 'merchantId': 2, 'loc_address': '17867', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16923, 'gender': 'male', 'income': 'low', 'age': 55, 'merchantId': 2, 'loc_address': '9261', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14535, 'gender': 'male', 'income': 'medium', 'age': 48, 'merchantId': 2, 'loc_address': '28525', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12709, 'gender': 'male', 'income': 'low', 'age': 34, 'merchantId': 2, 'loc_address': '85541', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15640, 'gender': 'male', 'income': 'low', 'age': 52, 'merchantId': 2, 'loc_address': '63025', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16398, 'gender': 'male', 'income': 'low', 'age': 49, 'merchantId': 2, 'loc_address': '84914', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17164, 'gender': 'female', 'income': 'medium', 'age': 32, 'merchantId': 2, 'loc_address': '76682', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17248, 'gender': 'male', 'income': 'medium', 'age': 29, 'merchantId': 2, 'loc_address': '40884', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14229, 'gender': 'male', 'income': 'low', 'age': 41, 'merchantId': 2, 'loc_address': '89023', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17552, 'gender': 'male', 'income': 'high', 'age': 29, 'merchantId': 2, 'loc_address': '77762', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15527, 'gender': 'female', 'income': 'medium', 'age': 19, 'merchantId': 2, 'loc_address': '45609', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13134, 'gender': 'female', 'income': 'low', 'age': 32, 'merchantId': 2, 'loc_address': '55328', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14453, 'gender': 'female', 'income': 'low', 'age': 32, 'merchantId': 2, 'loc_address': '68373', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17735, 'gender': 'male', 'income': 'high', 'age': 26, 'merchantId': 2, 'loc_address': '60032', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17811, 'gender': 'male', 'income': 'medium', 'age': 32, 'merchantId': 2, 'loc_address': '82816', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15738, 'gender': 'male', 'income': 'low', 'age': 33, 'merchantId': 2, 'loc_address': '16793', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15531, 'gender': 'female', 'income': 'low', 'age': 40, 'merchantId': 2, 'loc_address': '30679', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13098, 'gender': 'female', 'income': 'low', 'age': 55, 'merchantId': 2, 'loc_address': '10011', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13016, 'gender': 'female', 'income': 'high', 'age': 26, 'merchantId': 2, 'loc_address': '67454', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16713, 'gender': 'female', 'income': 'low', 'age': 21, 'merchantId': 2, 'loc_address': '94341', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15443, 'gender': 'male', 'income': 'high', 'age': 46, 'merchantId': 2, 'loc_address': '58201', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14381, 'gender': 'male', 'income': 'medium', 'age': 22, 'merchantId': 2, 'loc_address': '62625', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 18235, 'gender': 'male', 'income': 'high', 'age': 44, 'merchantId': 2, 'loc_address': '94317', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15421, 'gender': 'female', 'income': 'high', 'age': 38, 'merchantId': 2, 'loc_address': '37269', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13571, 'gender': 'female', 'income': 'medium', 'age': 30, 'merchantId': 2, 'loc_address': '64354', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14156, 'gender': 'female', 'income': 'low', 'age': 45, 'merchantId': 2, 'loc_address': '57881', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12841, 'gender': 'female', 'income': 'medium', 'age': 38, 'merchantId': 2, 'loc_address': '27553', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13373, 'gender': 'female', 'income': 'medium', 'age': 33, 'merchantId': 2, 'loc_address': '65368', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15858, 'gender': 'female', 'income': 'low', 'age': 55, 'merchantId': 2, 'loc_address': '15247', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13155, 'gender': 'female', 'income': 'medium', 'age': 25, 'merchantId': 2, 'loc_address': '43412', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17107, 'gender': 'female', 'income': 'high', 'age': 20, 'merchantId': 2, 'loc_address': '99460', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13263, 'gender': 'female', 'income': 'high', 'age': 30, 'merchantId': 2, 'loc_address': '61241', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13268, 'gender': 'female', 'income': 'high', 'age': 45, 'merchantId': 2, 'loc_address': '47490', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12936, 'gender': 'female', 'income': 'low', 'age': 47, 'merchantId': 2, 'loc_address': '20330', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16655, 'gender': 'male', 'income': 'medium', 'age': 44, 'merchantId': 2, 'loc_address': '43450', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 14593, 'gender': 'male', 'income': 'medium', 'age': 54, 'merchantId': 2, 'loc_address': '16633', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13178, 'gender': 'male', 'income': 'medium', 'age': 38, 'merchantId': 2, 'loc_address': '30633', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15023, 'gender': 'female', 'income': 'low', 'age': 38, 'merchantId': 2, 'loc_address': '72561', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 12490, 'gender': 'female', 'income': 'low', 'age': 39, 'merchantId': 2, 'loc_address': '37134', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17037, 'gender': 'male', 'income': 'medium', 'age': 33, 'merchantId': 2, 'loc_address': '93133', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16359, 'gender': 'female', 'income': 'high', 'age': 49, 'merchantId': 2, 'loc_address': '37657', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17220, 'gender': 'female', 'income': 'low', 'age': 36, 'merchantId': 2, 'loc_address': '79256', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13593, 'gender': 'male', 'income': 'high', 'age': 25, 'merchantId': 2, 'loc_address': '35808', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13822, 'gender': 'male', 'income': 'low', 'age': 49, 'merchantId': 2, 'loc_address': '39050', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13269, 'gender': 'male', 'income': 'low', 'age': 53, 'merchantId': 2, 'loc_address': '75977', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13881, 'gender': 'female', 'income': 'high', 'age': 52, 'merchantId': 2, 'loc_address': '64479', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15786, 'gender': 'female', 'income': 'medium', 'age': 55, 'merchantId': 2, 'loc_address': '50333', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 13468, 'gender': 'male', 'income': 'high', 'age': 20, 'merchantId': 2, 'loc_address': '74288', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15444, 'gender': 'male', 'income': 'medium', 'age': 50, 'merchantId': 2, 'loc_address': '81818', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 15555, 'gender': 'female', 'income': 'medium', 'age': 22, 'merchantId': 2, 'loc_address': '24381', 'customerSegment': 'corporate', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 17426, 'gender': 'female', 'income': 'low', 'age': 42, 'merchantId': 2, 'loc_address': '78267', 'customerSegment': 'small business', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
{'id': 16558, 'gender': 'male', 'income': 'low', 'age': 44, 'merchantId': 2, 'loc_address': '15683', 'customerSegment': 'middle class', 'createdAt': 'DATE', 'updatedAt': 'DATE'},
